ID,Title,Brand,Model
1301,"Olympus mju mini  S comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,mju mini Digital S
1302,"Olympus  Verve comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,Stylus Verve
1303,"Olympus C-460 Zoom del Sol comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-460 Zoom del Sol
1304,"Olympus  E-300 / EVOLT E-300 comes with a  Four Thirds (17.3 x 13 mm) CCD sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Olympus,E-300 / EVOLT E-300
1305,"Olympus C-770 UZ comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-770 UZ
1306,"Olympus C-310 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-310 Zoom
1307,"Olympus mju mini  comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,mju mini Digital
1308,"Olympus D-395 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,D-395
1309,"Olympus C-160 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-160
1310,"Olympus C-470 Zoom comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-470 Zoom
1311,"Olympus C-760 UZ comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-760 UZ
1312,"Olympus  500 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,Stylus 500
1313,"Olympus mju mini  S comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,mju mini Digital S
1314,"Olympus D-395 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,D-395
1315,"Olympus C-460 Zoom del Sol comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-460 Zoom del Sol
1316,"Olympus  E-300 / EVOLT E-300 comes with a  Four Thirds (17.3 x 13 mm) CCD sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Olympus,E-300 / EVOLT E-300
1317,"Olympus  500 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,Stylus 500
1318,"Olympus C-310 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-310 Zoom
1319,"Olympus mju mini  comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,mju mini Digital
1320,"Olympus D-540 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,D-540 Zoom
1321,"Olympus C-160 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-160
1322,"Olympus C-470 Zoom comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-470 Zoom
1323,"Olympus D-560 Zoom comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,D-560 Zoom
1324,"Olympus C-750 UZ comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-750 UZ
1325,"Olympus C-5060 Wide Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,C-5060 Wide Zoom
1326,"Olympus  300 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,Stylus 300
1327,"Olympus mju 400  Ferrari comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,mju 400 Digital Ferrari
1328,"Olympus C-150 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,C-150
1329,"Olympus C-5000 Zoom comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm².",Olympus,C-5000 Zoom
1330,"Olympus  400 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,Stylus 400
1331,"Olympus C-350 Zoom comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-350 Zoom
1332,"Olympus C-450 Zoom comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-450 Zoom
1333,"Olympus E-1 comes with a  Four Thirds (17.3 x 13 mm) CCD sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Olympus,E-1
1334,"Olympus D-390 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,D-390
1335,"Olympus C-740 UZ comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-740 UZ
1336,"Olympus C-4000 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,C-4000 Zoom
1337,"Olympus C-220 Zoom comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,C-220 Zoom
1338,"Olympus D-380 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,D-380
1339,"Olympus C-300 Zoom comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-300 Zoom
1340,"Olympus C-720 UZ comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm².",Olympus,C-720 UZ
1341,"Olympus D-520 Zoom comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,D-520 Zoom
1342,"Olympus C-4000 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,C-4000 Zoom
1343,"Olympus C-5050 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,C-5050 Zoom
1344,"Olympus C-220 Zoom comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,C-220 Zoom
1345,"Olympus C-730 UZ comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-730 UZ
1346,"Olympus C-1 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,C-1
1347,"Olympus C-40 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,C-40 Zoom
1348,"Olympus D-150Z comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,D-150Z
1349,"Olympus C-200 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-200 Zoom
1350,"Olympus C-2 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-2
1351,"Olympus D-510 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,D-510 Zoom
1352,"Olympus C-1 Zoom comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,C-1 Zoom
1353,"Olympus E-20 comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,E-20
1354,"Olympus C-3020 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,C-3020 Zoom
1355,"Olympus C-100 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,C-100
1356,"Olympus D-40 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,D-40 Zoom
1357,"Olympus C-700 UZ comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-700 UZ
1358,"Olympus C-4040 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,C-4040 Zoom
1359,"Olympus D-370 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm².",Olympus,D-370
1360,"Olympus D-460 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,D-460 Zoom
1361,"Olympus C-2100 UZ comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,C-2100 UZ
1362,"Olympus D-360L comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,D-360L
1363,"Olympus C-3000 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,C-3000 Zoom
1364,"Olympus C-2100 UZ comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,C-2100 UZ
1365,"Olympus E-100 RS comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,E-100 RS
1366,"Olympus C-860L comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-860L
1367,"Olympus E-10 comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,E-10
1368,"Olympus C-990 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-990 Zoom
1369,"Olympus D-490 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,D-490 Zoom
1370,"Olympus C-3030 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,C-3030 Zoom
1371,"Olympus C-2040 Zoom comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,C-2040 Zoom
1372,"Olympus C-960 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-960 Zoom
1373,"Olympus D-460 Zoom comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm².",Olympus,D-460 Zoom
1374,"Olympus C-1400XL comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,C-1400XL
1375,"Olympus D-450 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,D-450 Zoom
1376,"Olympus C-2020 Zoom comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,C-2020 Zoom
1377,"Olympus C-2500 L comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,C-2500 L
1378,"Olympus C-840L comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-840L
1379,"Olympus C-2000 Zoom comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,C-2000 Zoom
1380,"Olympus C-21 comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,C-21
1381,"Olympus D-340R comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,D-340R
1382,"Olympus D-400 Zoom comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,D-400 Zoom
1383,"Olympus C-900 Zoom comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm².",Olympus,C-900 Zoom
1384,"Olympus D-620L comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,D-620L
1385,"Olympus C-1000L comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm².",Olympus,C-1000L
1386,"Olympus D-340L comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,D-340L
1387,"Olympus D-600L comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,D-600L
1388,"Olympus C-820L comes with a  1/3"" (~ 4.8 x 3.6 mm) CCD sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm².",Olympus,C-820L
1389,"Olympus C-1400L comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,C-1400L
1390,"Olympus D-500L comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,D-500L
1391,"Olympus D-200L comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,D-200L
1392,"Olympus D-300L comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm².",Olympus,D-300L
1393,"Panasonic Lumix DC-GH6 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-GH6
1394,"Panasonic Lumix DC-BS1H comes with a  35.6 x 23.8 mm CMOS sensor, which has a diagonal of  42.82 mm (1.69"") and a surface area of 847.28 mm².",Panasonic,Lumix DC-BS1H
1395,"Panasonic Lumix DC-BGH1 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-BGH1
1396,"Panasonic Lumix DC-S5 comes with a  35.6 x 23.8 mm CMOS sensor, which has a diagonal of  42.82 mm (1.69"") and a surface area of 847.28 mm².",Panasonic,Lumix DC-S5
1397,"Panasonic Lumix DC-G100 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-G100
1398,"Panasonic Lumix DC-S1H comes with a  35.6 x 23.8 mm CMOS sensor, which has a diagonal of  42.82 mm (1.69"") and a surface area of 847.28 mm².",Panasonic,Lumix DC-S1H
1399,"Panasonic Lumix DC-G95 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-G95
1400,"Panasonic Lumix DC-TZ95 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Panasonic,Lumix DC-TZ95
1401,"Panasonic Lumix DC-FZ1000 II comes with a  13.2 x 8.8 mm CMOS sensor, which has a diagonal of  15.86 mm (0.62"") and a surface area of 116.16 mm².",Panasonic,Lumix DC-FZ1000 II
1402,"Panasonic Lumix DC-S1R comes with a  36 x 24 mm CMOS sensor, which has a diagonal of  43.27 mm (1.7"") and a surface area of 864.00 mm².",Panasonic,Lumix DC-S1R
1403,"Panasonic Lumix DC-S1 comes with a  35.6 x 23.8 mm CMOS sensor, which has a diagonal of  42.82 mm (1.69"") and a surface area of 847.28 mm².",Panasonic,Lumix DC-S1
1404,"Panasonic Lumix DC-LX100 II comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-LX100 II
1405,"Panasonic Lumix DC-TS7 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Panasonic,Lumix DC-TS7
1406,"Panasonic Lumix DC-GX9 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-GX9
1407,"Panasonic Lumix DC-ZS200 comes with a  13.2 x 8.8 mm CMOS sensor, which has a diagonal of  15.86 mm (0.62"") and a surface area of 116.16 mm².",Panasonic,Lumix DC-ZS200
1408,"Panasonic Lumix DC-GH5S comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-GH5S
1409,"Panasonic Lumix DC-G9 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-G9
1410,"Panasonic Lumix DC-ZS70 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Panasonic,Lumix DC-ZS70
1411,"Panasonic Lumix DC-GX850 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-GX850
1412,"Panasonic Lumix DC-FZ80 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm².",Panasonic,Lumix DC-FZ80
1413,"Panasonic Lumix DC-GH5 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DC-GH5
1414,"Panasonic FZ2500 comes with a  13.2 x 8.8 mm CMOS sensor, which has a diagonal of  15.86 mm (0.62"") and a surface area of 116.16 mm².",Panasonic,Lumix DMC-FZ2500
1415,"Panasonic LX10 comes with a  13.2 x 8.8 mm CMOS sensor, which has a diagonal of  15.86 mm (0.62"") and a surface area of 116.16 mm².",Panasonic,Lumix DMC-LX10
1416,"Panasonic G85 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DMC-G85
1417,"Panasonic GX85 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DMC-GX85
1418,"Panasonic GF8 comes with a  Four Thirds (17.3 x 13 mm) CMOS sensor, which has a diagonal of  21.64 mm (0.85"") and a surface area of 224.90 mm².",Panasonic,Lumix DMC-GF8
